frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id75,id80,id81,id82,id83,id85,id86,id87,id101,id105,id109,id111,id115,id118,id119,id120,id124,id127,id134,id137,id140,id144,id145,id146,id147,id150,id152,id153,id154,id158,id159,id166,id167,id171,id172,id173,id176,id177,id179,id185,id188,id190,id198,id200,id201,id203,id211,id212,id215,id216,id217,id218,id219,id221,id228,id229,id230,id233,id236,id242,id249,id253,id255,id258,id262,id264,id268
103,,,,,"(482.87, 348.91)",,,,"(440.64, 48.62)",,,"(702.31, 66.15)",,,"(325.16, 327.49)","(614.88, 236.78)","(618.06, 102.23)",,,,,,,,,,"(427.43, 365.01)",,,,,,,,,,,,,,,,,,,,"(563.79, 206.38)",,,,,,,,,,,,,,,,,,,,,"(604.52, 48.04)","(549.79, 174.78)",,,,,"(468.28, 37.28)","(733.18, 337.06)","(324.86, 362.04)",,"(707.57, 319.10)","(160.51, 43.03)",,"(150.30, 350.44)",,,,,"(329.51, 223.76)",,,"(734.45, 158.56)","(63.52, 34.06)","(47.56, 192.11)","(418.21, 287.94)","(93.36, 133.78)","(33.23, 164.50)",,"(197.00, 49.92)","(696.49, 269.50)",,,"(354.24, 176.45)",,"(430.34, 209.43)","(199.13, 32.70)","(55.98, 14.56)","(620.35, 201.52)",,"(220.70, 80.91)","(73.35, 94.85)","(429.76, 312.55)","(333.84, 361.82)","(342.59, 363.94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,"(482.97, 348.81)",,,,"(440.28, 46.29)",,,"(704.00, 63.89)",,,"(325.20, 328.25)","(614.53, 235.66)","(618.29, 100.33)",,,,,,,,,,"(427.86, 365.23)",,,,,,,,,,,,,,,,,,,,"(563.65, 206.33)",,,,,,,,,,,,,,,,,,,,,"(602.04, 46.41)","(549.90, 171.66)",,,,,"(469.23, 34.32)","(732.30, 333.30)","(324.90, 362.12)",,"(704.80, 321.04)","(162.16, 40.85)",,"(150.10, 349.05)",,,,,"(329.47, 223.76)",,,"(731.82, 157.31)","(64.75, 30.28)","(48.18, 188.98)","(418.23, 287.20)","(93.26, 130.67)","(31.18, 161.84)",,"(197.03, 46.28)","(695.26, 265.97)",,,"(353.86, 172.57)",,"(429.50, 207.08)","(198.99, 29.27)","(57.42, 11.94)","(620.09, 199.43)",,"(220.52, 78.08)","(74.24, 91.90)","(430.75, 313.78)","(333.33, 362.28)","(342.76, 363.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,"(482.23, 348.78)",,,,"(439.96, 43.41)",,,"(706.38, 60.87)",,,"(325.33, 328.56)","(613.66, 234.02)","(618.48, 98.71)",,,,,,,,,,"(428.18, 365.08)",,,,,,,,,,,,,,,,,,,,"(563.56, 206.34)",,,,,,,,,,,,,,,,,,,,,"(598.95, 44.81)","(550.60, 168.50)",,,,,"(471.11, 30.62)","(731.26, 330.57)","(324.59, 362.19)",,"(702.31, 322.98)","(163.65, 39.76)",,"(150.11, 348.09)",,,,,"(329.47, 223.80)",,,"(729.10, 156.25)","(65.88, 26.53)","(50.18, 186.45)","(418.26, 286.50)","(93.19, 127.20)","(30.78, 159.93)",,"(196.57, 43.09)","(693.26, 263.02)",,,"(354.08, 169.21)",,"(428.47, 204.62)","(198.64, 25.29)","(59.03, 9.02)","(620.04, 197.95)",,"(220.55, 75.47)","(75.96, 88.52)","(432.77, 315.00)","(332.27, 363.52)","(343.52, 363.75)","(33.05, 174.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,"(482.23, 348.71)",,,,"(439.42, 40.78)",,,"(706.89, 58.10)",,,"(325.73, 328.92)","(613.58, 232.07)","(618.53, 97.78)",,,,,,,,,,"(428.32, 365.03)",,,,,,,,,,,,,,,,,,,,"(563.56, 206.43)",,,,,,,,,,,,,,,,,,,,,"(596.10, 44.79)","(550.90, 165.74)",,,,,"(472.39, 27.77)","(730.44, 327.22)","(324.53, 362.14)",,"(699.31, 325.75)","(164.09, 38.65)",,"(150.43, 347.97)",,,,,"(329.42, 223.82)",,,"(726.43, 154.56)","(66.79, 23.52)","(50.55, 183.43)","(418.25, 285.99)","(92.34, 124.16)","(30.30, 158.49)",,"(196.15, 39.81)","(691.74, 259.81)",,,"(354.14, 165.77)",,"(427.63, 201.94)","(198.01, 21.71)","(59.62, 5.84)","(619.51, 196.49)",,"(220.80, 71.95)","(76.93, 84.76)","(434.25, 316.16)","(331.69, 363.81)","(344.10, 363.46)","(34.25, 172.24)",,"(215.00, 168.69)",,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,"(482.78, 348.74)",,,,"(439.03, 37.35)",,,"(708.10, 54.68)",,,"(326.28, 329.27)","(613.89, 229.98)","(618.58, 96.20)",,,,,,,,,,"(428.18, 365.35)",,,,,,,,,,,,,,,,,,,,"(563.60, 206.38)",,,,,,,,,,,,,,,,,,,,,"(592.89, 44.85)","(551.72, 162.00)",,,,,"(473.22, 24.56)","(730.73, 324.45)","(324.68, 362.16)",,"(696.72, 327.86)","(165.11, 37.09)",,"(150.78, 348.40)",,,,,"(329.43, 223.82)",,,"(725.42, 152.40)","(67.09, 20.46)","(51.25, 181.33)","(418.39, 285.34)","(92.11, 121.25)",,,"(195.65, 36.78)","(689.85, 256.76)",,,"(353.96, 162.59)",,"(427.00, 199.44)","(197.13, 17.61)","(59.75, 2.60)","(618.55, 195.98)",,"(220.36, 68.23)","(78.16, 81.46)","(435.37, 317.03)","(331.27, 363.73)","(343.97, 363.38)","(36.61, 169.82)",,"(214.16, 165.32)",,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,"(482.66, 348.51)",,,,"(438.51, 34.11)",,,"(708.91, 51.30)",,,"(326.38, 329.42)","(613.92, 227.62)","(618.41, 94.75)",,,,,,,,,,"(428.36, 365.77)",,,,,,,,,,,,,,,,,,,,"(563.60, 206.18)",,,,,,,,,,,,,,,,,,,,,"(589.15, 45.61)","(551.91, 158.48)",,,,,"(474.53, 21.67)","(730.81, 321.18)","(325.03, 362.50)",,"(693.86, 332.10)","(167.07, 35.25)",,"(152.11, 349.56)",,,,,"(329.40, 223.92)",,,"(724.45, 149.52)","(67.79, 17.24)","(52.46, 178.92)","(417.91, 284.53)","(91.38, 118.37)",,,"(195.51, 34.04)","(688.51, 253.89)",,,"(353.78, 158.90)",,"(426.29, 196.28)","(196.52, 13.75)","(59.45, 1.86)","(617.06, 195.41)","(340.82, 342.29)","(220.78, 64.64)","(79.26, 77.97)","(435.21, 317.30)","(330.80, 363.63)","(345.56, 362.95)","(38.01, 165.76)",,"(213.64, 162.87)",,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,"(482.55, 348.42)",,,,"(438.27, 30.80)",,,"(709.62, 47.89)",,,"(326.48, 329.51)","(613.81, 224.59)","(618.53, 93.04)",,,,,,,,,,"(428.77, 366.36)",,,,,,,,,,,,,,,,,,,,"(563.60, 206.35)",,,,,,,,,,,,,,,,,,,,,"(585.58, 45.31)","(552.48, 155.07)",,,,,"(475.39, 17.46)","(731.29, 317.92)","(327.21, 363.24)",,"(691.75, 333.94)","(167.98, 33.10)",,"(152.75, 350.24)",,,,,"(329.39, 223.88)",,,"(722.94, 145.92)","(69.09, 13.34)","(53.36, 175.88)","(418.04, 281.54)","(90.85, 116.22)",,,"(195.94, 31.27)","(686.56, 251.28)",,,"(354.12, 155.96)",,"(425.44, 193.38)","(195.78, 10.41)",,"(615.91, 194.46)","(338.99, 345.43)","(220.51, 60.77)","(80.25, 74.22)","(435.38, 317.32)","(330.97, 364.19)","(346.23, 362.70)","(39.87, 162.37)",,"(212.84, 160.26)",,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,"(482.56, 348.50)",,,,"(437.85, 27.20)",,,"(709.93, 44.65)",,,"(326.56, 329.75)","(613.37, 221.63)","(618.57, 90.93)",,,,,,,,,,"(429.14, 366.60)",,,,,,,,,,,,,,,,,,,,"(563.78, 205.25)",,,,,,,,,,,,,,,,,,,,,"(582.63, 45.35)","(553.08, 151.77)",,,,,"(476.42, 14.74)","(732.55, 315.19)","(327.24, 363.45)",,"(689.81, 337.14)","(169.79, 31.13)",,"(154.18, 351.76)",,,,,"(329.40, 223.88)",,,"(721.58, 142.37)","(69.64, 9.81)","(54.06, 172.75)","(417.87, 277.96)","(89.75, 113.51)",,,"(194.98, 28.16)","(685.52, 248.83)",,,"(354.17, 153.54)",,"(424.47, 190.79)","(195.83, 6.64)",,"(614.30, 193.26)","(338.42, 349.18)","(220.99, 56.96)","(80.87, 70.61)","(435.19, 317.05)","(329.27, 364.04)","(346.99, 362.50)","(42.13, 158.78)",,"(212.14, 157.80)",,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,"(482.67, 348.73)",,,,"(437.75, 23.25)",,,"(710.46, 42.01)",,,"(326.43, 330.86)","(613.32, 218.69)","(618.70, 89.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.78, 203.52)",,,,,,,,,,,,,,,,,,,,,"(579.08, 45.01)","(554.29, 149.77)",,,,,"(477.00, 12.12)","(734.21, 312.61)","(325.70, 363.39)",,"(688.53, 340.32)","(171.43, 28.40)",,"(155.76, 352.48)",,,,,"(329.41, 223.95)",,,"(720.10, 138.57)","(69.69, 6.20)","(54.55, 169.72)","(417.93, 276.51)","(89.02, 110.49)",,,"(194.94, 26.17)","(683.86, 246.66)",,,"(354.15, 150.78)",,"(423.84, 187.70)","(195.37, 4.11)",,"(613.14, 191.68)","(338.23, 352.64)","(220.81, 53.48)","(81.86, 66.71)","(435.80, 317.92)",,"(347.97, 362.50)","(44.21, 155.22)",,"(211.53, 154.89)","(704.56, 19.07)",,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,"(482.85, 348.73)",,,,"(437.75, 20.04)",,,"(711.22, 39.07)",,,"(326.38, 333.21)","(613.13, 215.37)","(618.67, 87.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.63, 201.50)",,,,,,,,,,,,,,,,,,,,,"(575.99, 45.39)","(554.82, 148.84)",,,,,"(477.68, 9.31)","(736.26, 310.62)",,,"(686.81, 343.87)","(173.10, 26.29)",,"(156.94, 353.08)",,,,,"(329.46, 223.99)",,,"(718.40, 134.48)","(69.74, 3.91)","(55.65, 167.25)","(417.95, 274.58)","(87.19, 107.47)",,,"(195.15, 25.23)","(682.93, 244.00)",,,"(353.97, 147.69)",,"(422.59, 184.81)","(195.23, 3.13)",,"(610.74, 189.60)","(337.73, 355.53)","(220.91, 49.64)","(82.75, 62.93)","(435.78, 319.35)",,"(348.65, 362.35)","(46.52, 151.42)",,"(210.94, 151.84)","(706.87, 17.39)",,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,"(482.94, 348.56)",,,,"(438.19, 16.29)",,,"(711.34, 36.38)",,,"(326.35, 334.70)","(612.81, 211.68)","(618.83, 85.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.77, 198.47)",,,,,,,,,,,,,,,,,,,,,"(572.54, 45.84)","(555.24, 147.89)",,,,,"(478.23, 6.52)","(738.98, 308.94)",,,"(686.40, 347.52)","(174.25, 24.71)",,"(158.25, 353.57)",,,,,"(329.45, 223.98)",,,"(717.11, 130.42)","(69.79, 2.30)","(55.54, 163.87)","(418.23, 272.56)","(85.82, 103.81)",,,"(195.25, 25.31)","(681.95, 241.42)",,,"(354.13, 145.10)",,"(421.91, 181.61)","(195.15, 2.18)",,"(609.24, 187.51)","(336.62, 358.30)","(220.71, 46.37)","(82.98, 59.48)","(435.28, 321.93)",,"(349.06, 362.42)","(48.76, 147.27)",,"(210.48, 149.83)","(708.49, 15.63)",,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,"(482.89, 348.63)",,,,"(438.09, 12.90)",,,"(711.51, 35.09)",,,"(325.53, 335.93)","(612.58, 207.85)","(618.76, 83.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.98, 195.08)",,,,,,,,,,,,,,,,,,,,,"(569.40, 46.53)","(555.17, 147.91)",,,,,"(478.34, 4.24)","(740.49, 306.39)",,,"(687.21, 350.71)","(176.35, 23.01)",,"(159.49, 354.08)",,,,,"(329.42, 224.05)",,,"(716.16, 127.03)",,"(56.12, 161.40)","(418.19, 269.62)","(83.99, 100.70)",,,"(195.22, 25.24)","(681.75, 237.88)",,,"(354.23, 142.26)",,"(421.13, 179.03)","(194.57, 1.40)",,"(608.12, 184.83)","(335.28, 361.07)","(220.71, 43.62)","(82.87, 55.35)","(435.17, 321.51)",,"(349.13, 362.41)","(51.16, 143.79)",,"(210.01, 147.11)","(710.29, 13.52)",,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,"(482.76, 348.57)",,,,"(438.12, 9.83)",,,"(711.46, 33.52)",,,"(324.83, 337.47)","(612.74, 203.87)","(618.92, 81.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.71, 191.33)",,,,,,,,,,,,,,,,,,,,,"(566.50, 47.18)","(555.13, 147.91)",,,,,"(478.54, 2.77)","(742.80, 304.03)",,,"(688.18, 354.76)","(177.67, 21.32)",,"(160.83, 354.75)",,,,,"(329.42, 224.02)",,,"(714.55, 123.20)",,"(56.23, 157.69)","(417.92, 266.39)","(82.65, 97.05)",,,"(195.89, 25.29)","(681.44, 235.43)",,,"(353.96, 139.11)",,"(420.60, 176.59)",,,"(608.35, 181.82)","(335.97, 360.07)","(220.41, 41.66)","(82.69, 51.66)","(435.17, 321.60)",,"(349.15, 362.36)","(53.33, 139.78)",,"(209.42, 144.18)","(711.79, 11.65)",,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,"(483.17, 348.63)",,,,"(437.88, 6.87)",,,"(711.57, 32.70)",,,"(324.47, 338.84)","(613.36, 200.46)","(618.96, 79.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.46, 187.34)",,,,,,,,,,,,,,,,,,,,,"(563.83, 50.14)","(555.12, 147.91)",,,,,"(479.37, 1.79)","(744.05, 302.63)",,,"(687.92, 358.14)","(179.74, 19.62)",,"(161.87, 356.45)",,,,,"(329.40, 224.02)",,,"(712.60, 120.25)",,"(56.54, 155.57)","(418.03, 262.91)","(80.84, 93.43)",,,"(197.06, 24.17)","(681.75, 231.73)",,,"(353.84, 136.09)",,"(419.50, 174.19)",,,"(607.52, 178.48)","(335.08, 358.74)","(220.51, 39.22)","(82.62, 48.17)","(435.21, 321.59)",,"(349.21, 362.36)","(55.66, 136.61)",,"(208.30, 142.04)","(713.76, 9.66)",,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,"(483.19, 348.69)",,,,"(437.60, 5.03)",,,"(711.54, 32.60)",,,"(323.98, 340.64)","(613.74, 196.51)","(619.15, 77.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.82, 183.66)",,,,,,,,,,,,,,,,,,,,,"(561.89, 52.71)","(554.88, 146.12)",,,,,,"(746.08, 301.73)",,,"(688.24, 361.75)","(181.00, 18.56)",,"(164.14, 358.55)",,,,,"(329.36, 224.07)",,,"(710.40, 117.86)",,"(56.53, 153.54)","(418.00, 258.91)","(79.64, 90.14)",,,"(199.03, 22.51)","(681.71, 228.19)",,,"(353.66, 133.04)",,"(419.33, 171.92)",,,"(607.40, 174.32)","(333.29, 359.25)","(220.37, 36.91)","(82.28, 44.15)","(435.40, 321.15)",,"(349.08, 362.55)","(56.66, 133.79)",,"(207.30, 140.39)","(716.01, 7.32)",,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,"(483.30, 347.70)",,,,"(437.99, 3.45)",,,"(711.53, 32.57)",,,"(323.49, 342.22)","(613.94, 192.96)","(619.13, 75.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(564.15, 179.43)",,,,,,,,,,,,,,,,,,,,,"(559.95, 54.57)","(554.85, 143.43)",,,,,,"(747.71, 300.79)",,,"(687.57, 364.85)","(181.65, 17.38)",,"(165.58, 360.78)",,,,,"(329.36, 224.10)",,,"(708.86, 114.33)",,"(56.28, 152.26)","(417.96, 254.68)","(77.77, 87.01)",,,"(201.00, 21.19)","(682.32, 225.35)",,,"(353.70, 130.26)",,"(418.34, 169.38)",,,"(607.92, 171.24)","(332.29, 358.96)","(220.29, 34.46)","(82.07, 41.56)","(435.53, 321.08)",,"(349.12, 362.65)","(58.79, 130.98)",,"(205.08, 138.88)","(717.64, 5.20)",,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,"(483.75, 345.97)",,,,"(436.95, 2.01)",,,,,,"(322.62, 343.68)","(614.30, 188.89)","(619.12, 73.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.99, 175.39)",,,,,,,,,,,,,,,,,,,,,"(557.96, 55.34)","(554.47, 140.34)",,,,,,"(748.52, 300.45)",,,"(687.85, 365.02)","(181.97, 15.08)",,"(167.91, 362.39)",,,,,"(329.25, 224.14)",,,"(710.01, 111.81)",,"(56.53, 152.12)","(418.05, 251.17)","(76.23, 83.68)",,,"(203.27, 19.14)","(682.41, 221.55)",,,"(353.46, 126.97)",,"(418.14, 167.00)",,,"(608.71, 167.85)","(331.49, 358.39)","(220.34, 31.89)","(82.05, 38.15)","(435.91, 321.45)",,"(349.24, 362.66)","(59.86, 126.87)",,"(202.19, 138.32)","(719.57, 3.55)",,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,"(484.78, 344.02)",,,,"(436.52, 1.58)",,,,,"(453.20, 367.22)","(321.32, 346.72)","(614.96, 185.93)","(619.19, 72.53)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.93, 171.36)",,,,,,,,,,,,,,,,,,,,,"(557.02, 54.58)","(554.22, 137.42)",,,,,,"(749.22, 299.83)",,,"(688.02, 365.03)","(182.46, 12.05)",,"(169.11, 362.78)",,,,,"(329.34, 224.23)",,,"(711.96, 108.96)",,"(56.96, 151.98)","(418.15, 248.04)","(74.39, 80.02)",,,"(204.96, 16.95)","(682.39, 218.07)",,,"(353.60, 124.02)",,"(417.82, 164.72)",,,"(609.05, 164.22)","(329.91, 357.70)","(220.35, 29.50)","(82.08, 35.36)","(436.08, 321.48)",,"(349.52, 362.74)","(61.59, 123.44)",,"(199.19, 137.50)","(720.75, 2.10)",,"(210.03, 241.01)",,,,,,,,,,,,,,,,,,,,,,
121,,,,,"(485.04, 341.75)",,,,,,,,,"(454.98, 367.49)","(320.21, 349.69)","(615.70, 182.04)","(618.70, 71.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.87, 166.76)",,,,,,,,,,,,,,,,,,,,,"(555.24, 54.26)","(553.52, 134.30)",,,,,,"(749.90, 299.89)",,,"(687.86, 365.03)","(181.52, 9.25)",,"(169.37, 362.89)",,,,,"(329.29, 224.26)",,,"(713.55, 106.21)",,"(56.72, 151.97)","(418.16, 245.15)","(72.13, 76.73)",,,"(206.79, 14.20)","(682.38, 214.24)",,,"(353.44, 120.83)",,"(417.71, 162.73)",,,"(610.55, 160.58)",,"(220.46, 27.11)","(81.84, 31.95)","(435.85, 321.49)",,"(349.91, 362.45)","(61.10, 119.50)",,"(196.51, 137.64)","(720.73, 1.80)",,"(207.99, 238.06)",,,,,,,,,,,,,,,,,,,,,,
122,,,,,"(485.16, 339.75)",,,,,,,,,"(457.01, 367.04)","(319.07, 351.93)","(616.19, 178.67)","(618.81, 70.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.34, 162.48)",,,,,,,,,,,,,,,,,,,,,"(553.32, 54.10)","(553.02, 130.91)",,,,,,"(749.91, 300.17)",,,"(687.86, 365.08)","(180.57, 6.58)",,"(169.37, 362.88)",,,,,"(329.29, 224.25)",,,"(715.68, 103.06)",,"(56.77, 152.01)","(418.19, 243.16)","(70.45, 73.13)",,,"(208.36, 11.90)","(682.40, 210.28)",,,"(353.23, 117.58)",,"(417.33, 160.26)",,,"(611.46, 157.42)",,"(220.53, 25.37)","(82.08, 29.04)","(436.20, 321.52)",,"(350.28, 362.49)","(61.07, 115.80)",,"(193.18, 137.60)","(721.32, 1.75)",,"(207.26, 236.42)",,,,,,,,,,,,,,,,,,,,,,
123,,,,,"(485.94, 337.38)",,,,,,,,,"(458.83, 367.05)","(318.14, 353.62)","(616.71, 174.96)","(618.49, 69.37)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(563.00, 158.06)",,,,,,,,,,,,,,,,,,,,,"(551.55, 52.96)","(552.59, 127.60)",,,,,,"(749.73, 302.16)",,,"(688.01, 365.11)","(179.99, 3.71)",,"(169.39, 362.85)",,,,,"(329.30, 224.30)",,,"(717.57, 99.82)",,"(57.00, 151.99)","(418.33, 241.19)","(68.60, 70.06)",,,"(210.18, 9.29)","(682.52, 206.23)",,,"(353.30, 114.41)",,"(417.40, 158.44)",,,"(613.15, 154.76)",,"(220.09, 24.55)","(82.14, 26.70)","(436.32, 321.55)",,"(350.73, 362.48)","(60.08, 112.55)",,"(189.98, 138.60)",,,"(207.37, 233.91)",,,,,,,,,,,,,,,,,,,,,,
124,,,,,"(486.62, 334.56)",,,,,,,,,"(460.77, 366.77)","(317.43, 354.58)","(616.95, 171.00)","(618.52, 68.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(561.98, 154.19)",,,,,,,,,,,,,,,,,,,,,"(550.79, 53.07)","(552.78, 124.46)",,,,,,"(749.60, 303.79)",,,"(688.00, 365.13)","(179.27, 2.17)",,"(169.33, 362.84)",,,,,"(329.30, 224.29)",,,"(719.34, 96.43)",,"(57.03, 152.00)","(418.18, 237.79)","(66.58, 66.03)",,,"(212.33, 6.82)","(682.73, 202.56)",,,"(352.99, 111.02)",,"(417.32, 156.62)",,,"(614.18, 152.10)",,"(220.11, 24.37)","(82.49, 24.72)","(436.39, 321.46)",,"(350.97, 362.33)","(60.06, 109.04)",,"(186.49, 139.48)",,,"(207.07, 233.04)",,,,,,,,,,,,,,,,,,,,,,
125,,,,,"(487.03, 331.42)",,,,,,,,,"(462.71, 366.49)","(317.41, 357.77)","(617.41, 167.30)","(618.39, 67.22)",,,,,,,,,"(293.45, 364.49)",,,,,,,,,,,,,,,,,,,,,"(561.36, 150.25)",,,,,,,,,,,,,,,,,,,,,"(549.76, 52.81)","(552.86, 120.64)",,,,,,"(749.27, 305.30)",,,"(687.95, 365.17)","(178.92, 1.01)",,"(169.36, 362.85)",,,,,"(329.34, 224.27)",,,"(720.42, 93.03)",,"(57.00, 152.04)","(418.45, 234.07)","(63.96, 62.16)",,,"(214.08, 3.24)","(683.12, 198.90)",,,"(352.88, 107.61)",,"(417.33, 155.52)",,,"(614.97, 149.32)",,"(220.00, 24.41)","(82.36, 22.16)","(436.43, 321.52)",,"(351.16, 362.21)","(59.73, 105.40)",,"(183.50, 140.58)",,,"(206.69, 229.78)",,,,,,,,,,,,,,,,,,,,,,
126,,,,,"(487.74, 329.30)",,,,,,,,,"(465.42, 366.48)","(316.55, 359.26)","(617.37, 163.52)","(618.43, 65.93)",,,,,,,,,"(291.97, 363.92)",,,,,,,,,,,,,,,,,,,,,"(560.77, 146.54)",,,,,,,,,,,,,,,,,,,,,"(549.16, 53.03)","(552.93, 116.79)",,,,,,"(748.98, 305.56)",,,"(687.89, 365.16)",,,"(169.33, 362.86)",,,,,"(329.38, 224.30)",,,"(722.05, 89.69)",,"(56.98, 152.04)","(418.64, 230.31)","(61.55, 59.27)",,,"(215.50, 2.02)","(683.39, 195.59)",,,"(352.78, 104.62)",,"(417.27, 154.84)",,,"(615.39, 146.17)",,"(219.60, 24.91)","(82.35, 20.94)","(436.77, 321.58)",,"(351.20, 362.22)","(60.37, 102.49)",,"(180.61, 141.35)",,,"(205.29, 225.83)",,,,,,,,,,,,,,,,,,,,,,
127,,,,,"(488.52, 326.74)",,,,,,,,,"(469.67, 366.40)","(315.92, 360.25)","(617.89, 159.34)","(618.33, 64.92)",,,,,,,,,"(290.45, 363.19)",,,,,,,,,,,,,,,,,,,,,"(560.56, 142.76)",,,,,,,,,,,,,,,,,,,,,"(548.90, 52.77)","(553.10, 113.18)",,,,,,"(748.79, 303.44)",,,"(687.95, 365.16)",,,"(169.33, 362.84)",,,,,"(329.39, 224.26)",,,"(723.36, 85.52)",,"(57.07, 152.02)","(419.97, 226.90)","(59.28, 56.11)",,,,"(683.48, 192.23)",,,"(352.79, 101.76)",,"(417.32, 153.70)",,,"(616.88, 142.70)",,"(219.24, 24.67)","(82.40, 20.93)","(436.65, 321.69)",,"(351.20, 362.14)","(60.34, 99.08)",,"(177.88, 142.66)",,,"(205.00, 222.72)",,,,,,,,,,,,,,,,,,,,,,
128,,,,,"(489.24, 325.33)",,,,,,,,,"(472.86, 366.39)","(315.04, 360.93)","(618.06, 155.32)","(618.07, 63.23)",,,,,,,,,"(288.75, 362.83)",,,,,,,,,,,,,,,,,,,,,"(559.70, 138.93)",,,,,,,,,,,,,,,,,,,,,"(548.80, 53.47)","(553.55, 108.92)",,,,,,"(748.09, 301.38)",,,"(687.82, 365.20)",,,"(169.35, 362.87)",,,,,"(329.35, 224.31)",,,"(724.45, 82.19)",,"(56.95, 152.29)","(420.55, 224.37)","(56.82, 53.18)",,,,"(683.97, 188.54)",,,"(352.84, 98.33)",,"(417.27, 153.25)",,,"(617.39, 139.60)",,"(218.40, 24.12)","(82.45, 20.87)","(436.29, 321.66)",,"(351.14, 362.11)","(61.49, 96.22)",,"(175.31, 143.18)",,"(323.32, 353.19)","(203.85, 219.30)",,,,,,,,,,,,,,,,,,,,,,
129,,,,,"(489.50, 323.21)",,,,,,,,,"(475.49, 366.31)","(315.37, 360.69)","(618.18, 152.12)","(618.20, 61.83)",,,,,,,,,"(288.08, 362.89)",,,,,,,,,,,,,,,,,,,,,"(558.94, 134.94)",,,,,,,,,,,,,,,,,,,,,"(548.95, 54.11)","(554.03, 105.46)",,,,,,"(747.67, 299.10)",,,"(687.85, 365.22)",,,"(172.86, 361.31)",,,,,"(328.96, 224.46)",,,"(725.05, 79.00)",,"(56.94, 152.27)","(420.43, 222.91)","(53.93, 50.18)",,,,"(684.15, 184.74)",,,"(352.71, 95.66)",,"(417.22, 153.06)",,,"(617.85, 136.99)",,"(217.27, 23.01)","(82.46, 20.88)","(436.15, 321.67)",,"(350.35, 362.02)","(61.81, 92.95)",,"(173.05, 143.70)",,"(322.12, 353.04)","(203.80, 215.64)",,,,,,,,,,,,,,,,,,,,,,
130,,,,,"(489.60, 321.34)",,,,,,,,,"(477.30, 365.87)","(315.07, 360.01)","(618.18, 148.29)","(618.08, 61.32)",,,,,,,,,"(286.87, 362.97)",,,,,,,,,,,,,,,,,,,,,"(557.66, 131.10)",,,,,,,,,,,,,,,,,,,,,"(549.24, 56.59)","(554.46, 102.49)",,,,,,"(747.21, 297.26)",,,"(687.82, 365.21)",,,,,,,,"(329.00, 224.60)",,,"(726.41, 74.56)",,"(56.89, 152.26)","(420.96, 221.71)","(51.84, 47.73)",,,,"(684.44, 182.02)",,,"(352.58, 94.20)",,"(417.19, 152.92)",,,"(618.28, 133.60)",,"(215.76, 22.15)","(82.50, 20.82)","(436.34, 321.64)",,"(349.45, 361.82)","(63.08, 89.85)",,"(171.10, 144.04)",,"(321.07, 352.87)","(202.43, 211.54)",,,,,,,,,,,,,,,,,,,,,,
